index,word,품사,,
2837,방식,Noun,,
2846,싶었을,Verb,,
2847,뿐,Noun,,
2852,짧으면,Adjective,,
2855,길어도,Verb,,
2856,3년,Number,,
2858,.’,Punctuation,,
2864,타며,Verb,,
2865,마음속,Noun,,
2880,뒀었다,Verb,,
2887,그냥,Noun,,
2891,로만,Noun,,
2892,등록,Noun,,
2896,만족하는,Adjective,,
2902,존경,Noun,,
2904,켄,Noun,,
2906,리피,Noun,,
2907,주니어,Noun,,
2909,후배,Noun,,
2915,동료,Noun,,
2917,감동,Noun,Punctuation,
2922,되어야,Verb,,
2923,한다고,Verb,,
2931,체제,Noun,,
2934,프로야구,Noun,,
2935,체계,Noun,,
2938,다르다,Adjective,,
2946,2,Number,,
2947,군,Noun,,
2949,운영,Noun,,
2953,단순한,Adjective,,
2962,30,Number,,
2966,산하에,Verb,,
2967,5~8,Number,,
2974,있다,Adjective,,
2980,다시,Noun,,
2981,루키,Noun,,
2984,싱글,Noun,,
2985,A,Alpha,,
2988,더블,Noun,,
2992,트리플,Noun,,
2996,나뉜다,Verb,,
2998,이중,Noun,,
3007,또다시,Adverb,,
3013,2~3,Number,,
3014,가지,Noun,,
3016,나누어져,Verb,,
3027,보통,Noun,,
3028,졸업,Noun,,
3031,하위,Noun,,
3032,단계,Noun,,
3037,데뷔,Noun,,
3039,되며,Verb,,
3040,아무리,Adverb,,
3041,기량,Noun,,
3043,뛰어난,Adjective,,
3049,이상은,Noun,,
3053,보낸,Verb,,
3062,정석,Noun,,
3065,앞서,Noun,,
3067,다짐,Noun,,
3076,각,Noun,,
3079,거쳐,Verb,,
3084,까지의,Josa,,
3090,이고,Josa,,
3093,입,Noun,,
3095,낸,Verb,,
3096,적은,Verb,,
3108,이었다는,Verb,,
3109,자부심,Noun,,
3111,기인,Noun,,
3120,산산조각,Noun,,
3128,걸리지,Verb,,
3143,놀라,Verb,,
3144,움,Noun,,
3146,떠나,Verb,,
3147,황당함을,Adjective,,
3148,금치,Noun,,
3155,쇼크,Noun,,
3158,이하,Noun,,
3160,표현,Noun,,
3164,느낌이었다,Verb,,
3175,깨나,Noun,,
3176,한다는,Modifier,,
3182,모이는,Verb,,
3187,래서,Noun,,
3193,나간,Verb,,
3194,경기장,Noun,,
3196,태어나서,Verb,,
3203,과감,Noun,,
3207,펼쳐지고,Verb,,
3210,온몸,Noun,,
3213,대담한,Adjective,,
3214,공격,Noun,,
3218,사리,Noun,,
3220,않는,Verb,,
3221,완벽한,Adjective,,
3222,수비,Noun,,
3230,대단한,Adjective,,
3237,아닌가,Adjective,,
3242,펼치,Verb,,
3243,면서도,Eomi,,
3247,얼굴,Noun,,
3249,긴장,Noun,,
3253,가득했다,Adjective,,
3258,놀란,Noun,,
3264,벌어진,Verb,,
3270,와중,Noun,,
3274,어울리지,Verb,,
3279,할지,Verb,Punctuation,
3280,모르는,Verb,,
3281,어설픈,Adjective,,
3282,실책,Noun,,
3285,대거,Noun,,
3286,쏟아져,Verb,,
3291,어안,Noun,,
3293,벙벙했다,Adjective,,
3298,로라,Noun,,
3304,모인,Verb,,
3308,초등학생,Noun,,
3312,비웃을만한,Verb,,
3313,어이없는,Adjective,,
3314,실수,Noun,,
3316,하고도,Josa,,
3317,아무렇지,Adjective,,
3318,않아,Verb,,
3321,이해,Noun,,
3327,황당했던,Adjective,,
3330,코치,Noun,,
3341,진작,Noun,,
3343,시합,Noun,,
3345,빼던지,Verb,,
3346,아니면,Adjective,,
3349,합당,Noun,,
3351,처벌,Noun,,
3353,내릴,Verb,,
3359,그런데,Conjunction,,
3361,감독,Noun,,
3368,따로,Adverb,,
3369,불러서,Verb,,
3370,엉덩이,Noun,,
3372,툭툭,Noun,,
3373,치,Noun,,
3374,며,Noun,,
3377,했어,Verb,,
3382,돼,Verb,,
3384,힘내,Verb,,
3385,!,Punctuation,,
3389,해주는,Verb,,
3394,순간,Noun,,
3399,최악,Noun,,
3408,혼란,Noun,,
3409,스러웠다,Adjective,,
3412,■,Foreign,,
3417,서는,Verb,,
3425,이보,Noun,,
3427,상위,Noun,,
3428,레벨,Noun,,
3432,대체,Noun,,
3433,어떨까,Adjective,,
3436,막연한,Adjective,,
3439,들었고,Verb,,
3452,했을,Verb,,
3455,에게도,Josa,,
3457,렇,Noun,,
3459,칭찬,Noun,,
3461,격,Noun,,
3462,려,Noun,,
3464,한다면,Verb,,
3471,섣부른,Adjective,Punctuation,
3474,밀려왔다,Verb,,
3483,참가자,Noun,,
3484,이면서도,Verb,,
3485,관찰자,Noun,,
3487,열심히,Adverb,,
3490,지켜보았다,Verb,,
3492,어디서,Adverb,,
3493,저렇게,Adverb,,
3499,웃,Noun,,
3505,나오며,Verb,,
3511,토닥,Noun,,
3512,거려,Noun,,
3516,느긋함이,Adjective,,
3517,생기는,Verb,,
3519,일까,Verb,,
3521,자연히,Adverb,,
3528,해왔던,Verb,,
3542,절박,Noun,,
3554,공부,Noun,,
3556,뒷전,Noun,,
3557,이었고,Verb,,
3563,집안,Noun,,
3564,형편,Noun,,
3566,넉넉한,Adjective,,
3569,아니었기에,Adjective,,
3572,뒷바라지,Noun,,
3574,받으며,Verb,,
3577,계속,Noun,,
3581,쉬운,Adjective,,
3588,여러,Noun,,
3594,학과,Noun,,
3598,보장,Noun,,
3600,주자,Noun,,
3604,나오고,Verb,,
3615,6~8시간,Number,,
3620,채우기,Verb,,
3622,수업,Noun,,
3624,빠지는,Verb,,
3625,일도,Noun,,
3626,부지,Noun,,
3627,기수였다,Verb,,
3632,학생,Noun,,
3635,쌓는,Verb,,
3636,일반,Noun,,
3637,지식,Noun,,
3639,생길,Verb,,
3640,리,Noun,,
3647,그만두게,Verb,,
3650,사업,Noun,,
3655,전향,Noun,,
3668,은퇴,Noun,,
3676,고생,Noun,,
3682,봤다,Verb,,
3687,지고,Noun,,
3690,살,Noun,,
3693,이왕,Adverb,,
3700,되어야만,Verb,,
3701,직성,Noun,Punctuation,
3703,풀리는,Verb,,
3704,성격,Noun,Punctuation,
3712,전부,Noun,,
3717,부진,Noun,,
3721,떠밀리,Verb,,
3725,관,Noun,,
3728,초라해지지,Adjective,,
3729,않으려면,Verb,,
3733,낙오,Noun,,
3734,되면,Verb,,
3735,안된다고,Adjective,,
3738,강하게,Adjective,,
3740,시켰다,Verb,,
3742,심한,Adjective,,
3749,거나,Noun,,
3752,지면,Noun,,
3763,달랐다,Adjective,,
3768,엄격한,Adjective,,
3771,학업,Noun,,
3773,유지,Noun,,
3774,규정,Noun,,
3784,모든,Noun,,
3794,같다,Adjective,,
3798,일정,Noun,,
3799,점수,Noun,,
3800,이상,Noun,,
3808,불이익,Noun,,
3810,생기기,Verb,,
3819,잘해야,Noun,,
3821,엘리트,Noun,,
3822,이자,Noun,,
3823,능력자,Noun,,
3835,자기,Noun,,
3836,관리,Noun,,
3844,그만두면,Verb,,
3847,하겠냐는,Verb,,
3848,얘기,Noun,,
3855,돌아오는,Verb,,
3856,대답,Noun,,
3859,다양해,Adjective,,
3860,마치,Noun,,
3863,바보,Noun,,
3866,기분,Noun,,
3871,맛,Noun,,
3873,잇는,Verb,,
3874,식당,Noun,,
3876,하겠다는,Verb,,
3881,해보고,Verb,,
3882,싶다는,Verb,,
3886,심지어,Noun,,
3887,변호사,Noun,,
3889,되겠다는,Verb,,
3897,언,Modifier,,
3898,감,Noun,,
3899,생심,Noun,,
3903,목숨,Noun,,
3904,걸고,Verb,,
3910,오직,Noun,,
3923,아니었던,Adjective,,
3935,최선,Noun,,
3938,하지만,Conjunction,,
3945,아니라는,Adjective,,
3954,마음껏,Noun,,
3955,해볼,Verb,,
3958,삶,Noun,,
3963,회이자,Noun,,
3964,매개,Noun,,
3966,뿐이었던,Adjective,,
3972,생존,Noun,,
3981,였다면,Verb,,
3985,본질,Noun,,
3987,다가가는,Verb,,
3990,으로서의,Josa,,
4000,차원,Noun,,
4006,충격,Noun,,
4008,받을,Verb,,
4016,에이전트,Noun,,
4017,스캇,Noun,,
4018,보라스,Noun,,
4022,그만두고,Verb,,
4023,법,Noun,,
4032,케,Noun,,
4033,이스,Noun,,
4034,이며,Josa,,
4038,회사,Noun,,
4044,그만,Adverb,,
4053,세,Noun,,
4061,비워야,Verb,,
4067,이기려면,Verb,,
4074,즐기는,Verb,,
4079,담그는,Verb,,
4082,급했다,Adjective,,
4085,자를,Verb,,
4086,이기는,Verb,,
4092,없다고하지,Adjective,,
4093,않던가,Verb,,
4103,눈,Noun,,
4105,의식,Noun,,
4107,타율,Noun,,
4110,행동,Noun,,
4112,버,Noun,,
4113,렸다,Noun,,
4117,잘못,Noun,,
4128,시선,Noun,,
4129,혹은,Adverb,,
4133,평판,Noun,,
4135,신경,Noun,,
4136,쓰지,Verb,,
4137,않으려,Verb,,
4146,박수,Noun,,
4147,칠,Noun,,
4149,아는,Verb,,
4152,갖기,Verb,,
4168,든지,Josa,,
4173,이니,Verb,,
4177,진심,Noun,,
4179,격려,Noun,,
4183,보냈다,Verb,,
4189,진의,Noun,,
4192,없으니,Adjective,,
4193,혼나는,Verb,,
4197,자유로워졌다,Adjective,,
4204,혼난,Verb,,
4207,있으면,Adjective,,
4213,왔을,Verb,,
4221,되고,Verb,,
4225,트라우마,Noun,,
4228,징크스,Noun,,
4230,낳기도,Verb,,
4240,똑같은,Adjective,,
4243,와도,Josa,,
4244,예전,Noun,,
4249,구애,Noun,,
4253,거의,Noun,,
4262,펼치는,Verb,,
4267,느낄,Verb,,
4279,습관,Noun,,
4282,리다,Noun,,
4283,보니,Verb,,
4286,서고,Noun,,
4292,잡는,Verb,,
4299,즐겁고,Adjective,,
4305,지나고,Verb,,
4308,지나며,Verb,,
4310,돌아보니,Verb,,
4317,한마디,Noun,,
4325,이끌어,Verb,,
4329,느끼,Verb,,
4333,최근,Noun,,
4335,무,Noun,,
4336,빈이가,Verb,Punctuation,
4339,교실,Noun,,
4341,봐도,Verb,,
4345,느낀다,Verb,,
4347,아이,Noun,,
4351,규칙,Noun,,
4356,있는지,Adjective,,
4357,모를,Verb,,
4360,산만하지만,Adjective,,
4364,답답해하며,Adjective,,
4365,혼내는,Verb,,
4368,보이지,Noun,,
4369,않는다,Verb,,
4375,던지고,Verb,,
4376,치고,Josa,,
4377,달리는,Verb,Punctuation,
4383,느껴지면,Verb,,
4386,충분히,Adjective,,
4387,알찬,Adjective,,
4390,보냈다고,Verb,,
4395,아들,Noun,,
4398,재미있었지,Adjective,,
4400,그럼,Adjective,,
4403,잘한,Verb,,
4404,거야,Eomi,,
4408,해주며,Verb,,
4409,북,Noun,,
4410,돋아,Verb,,
4411,준다,Verb,,
4414,즐거운,Adjective,,
4415,변화,Noun,,
4418,힘들었던,Adjective,,
4421,파격,Noun,,
4424,줄어든,Verb,,
4428,적응하는,Adjective,,
4434,기본,Noun,,
4437,7~8시간,Number,,
4442,때때로,Adverb,,
4443,합숙,Noun,,
4445,더해진,Adjective,,
4457,친한,Adjective,,
4471,게으름이었다,Adjective,,
4477,2시간,Number,,
4486,별다른,Adjective,,
4490,없었고,Adjective,,
4497,끝나면,Verb,,
4498,각자,Noun,,
4504,적웅,Noun,,
4505,해보려,Verb,,
4509,만큼은,Josa,,
4511,스타일,Noun,,
4513,버리기,Verb,,
4514,힘들었다,Adjective,,
4524,없었지만,Adjective,,
4529,일찍,Noun,,
4536,끝낸,Verb,,
4539,남았다,Verb,,
4541,어차피,Noun,,
4542,숙소,Noun,,
4544,돌아가도,Verb,,
4548,자거나,Verb,,
4561,늦게,Verb,,
4562,닦았으니,Verb,,
4563,개인,Noun,,
4566,모자란,Verb,,
4567,부분,Noun,,
4569,채우기로,Verb,,
4578,식,Noun,,
4584,소중한,Adjective,,
4585,유산,Noun,,
4598,가끔,Noun,,
4603,보면서,Verb,,
4607,하곤,Eomi,,
4612,겪었던,Verb,,
4614,함,Noun,,
4625,답답한,Adjective,,
4628,펼칠,Verb,,
4629,수도,Noun,,
4636,따르,Verb,,
4637,기도,Noun,,
4647,지나면,Verb,,
4651,차이는,Verb,,
4660,뛰어나게,Adjective,,
4661,된다,Verb,,
4674,늘,Noun,,
4681,신나고,Adjective,,
4683,져도,Verb,,
4684,당당하다,Adjective,,
4693,만들고,Verb,,
4695,나아가,Verb,,
4698,지는,Verb,,
4703,즐거움,Noun,,
4707,느끼고,Verb,,
4711,나누는,Verb,,
4713,정신,Noun,,
4715,만드는,Verb,,
4719,어느,Adverb,,
4726,맞고,Verb,,
4727,틀렸다고,Verb,,
4729,하기엔,Verb,,
4734,멀고,Adjective,,
4738,완성,Noun,,
4741,중이,Noun,,
4748,솔직하게,Adjective,,
4750,느낀,Verb,,
4757,전하,Noun,,
4765,다양한,Adjective,,
4768,열어줄,Verb,,
4779,소심하고,Adjective,,
4785,있었다면,Adjective,,
4786,믿을까,Verb,,
4788,학창시절,Noun,,
4791,하다,Verb,,
4801,늦는,Verb,,
4803,빈번,Noun,,
4806,조용한,Adjective,,
4810,드르륵,Adverb,,
4813,뒷문,Noun,,
4815,열면,Verb,,
4821,돌아,Verb,,
4830,싫어서,Adjective,,
4833,빠진,Verb,,
4834,적도,Noun,,
4838,소심했다,Adjective,,
4844,노래,Noun,,
4845,라도,Josa,,
4846,부르라고,Verb,,
4847,시키면,Verb,,
4851,이던,Josa,,
4852,나였다,Verb,,
4862,온다고,Verb,,
4863,쉬이,Noun,,
4864,바뀌었을,Verb,,
4874,루키들,Noun,,
4883,되냐고,Verb,,
4884,물어보러,Verb,,
4885,오는,Verb,,
4886,경우,Noun,,
4888,종종,Noun,,
4889,생겼지만,Verb,,
4890,숫기,Noun,,
4894,받기도,Verb,,
4895,싫어했던,Adjective,,
4919,없었기에,Adjective,,
4926,집,Noun,,
4929,잠,Noun,,
4932,스타크래프트,Noun,,
4937,혼자,Noun,,
4950,줄었지만,Verb,,
4953,끝나고,Verb,,
4954,남은,Verb,,
4958,대화,Noun,,
4963,보낼,Verb,,
4965,라곤,Josa,,
4967,명도,Noun,,
4970,유학,Noun,,
4975,아니었기,Adjective,,
4984,커녕,Noun,,
4985,동양인,Noun,,
4988,찾기,Noun,,
4989,힘든,Adjective,,
4995,소문자,Noun,,
5012,필요한,Adjective,,
5015,통역,Noun,,
5017,쓸,Verb,,
5025,와서,Verb,,
5028,둘러볼,Verb,,
5033,생긴,Verb,,
5034,일화,Noun,,
5039,화끈,Noun,,
5040,거릴,Noun,,
5052,시설,Noun,,
5054,둘러보고,Verb,,
5060,갓,Noun,,
5065,라커룸,Noun,,
5067,돌아가고,Verb,,
5070,장난,Noun,,
5073,많았던,Adjective,,
5076,곧,Noun,,
5083,소개,Noun,,
5085,인사,Noun,,
5087,해보라고,Verb,,
5091,하이,Noun,,
5096,생소했기에,Adjective,,
5101,쭈볏,Adverb,,
5102,거리,Noun,,
5104,망설이고,Verb,,
5109,농담,Noun,,
5112,니거,Noun,,
5113,Nigger,Alpha,,
5115,:,Punctuation,,
5116,모욕,Noun,Punctuation,
5119,=,Punctuation,,
5128,빨리,Adverb,,
5129,적응하고,Adjective,,
5134,친해지고,Verb,,
5135,싶었던,Verb,,
5140,끝나기가,Verb,,
5141,무섭,Adjective,,
5144,소리,Noun,,
5152,외쳤고,Verb,,
5158,맑게,Adjective,,
5159,웃으며,Verb,,
5160,손,Noun,,
5162,흔들고,Verb,,
5166,깜짝,Noun,,
5173,쳐다보았다,Verb,,
5178,되었다는,Verb,,
5181,깨,Noun,,
5182,달았고,Verb,,
5193,건데,Eomi,,
5194,진짜,Noun,,
5199,몰랐어,Verb,,
5206,쓰면,Verb,,
5207,큰일,Noun,,
5209,니까,Josa,,
5211,으로는,Josa,,
5212,절대,Noun,,
5213,쓰지마,Verb,,
5218,식은,Verb,,
5219,땀,Noun,,
5221,흘리며,Verb,,
5225,자초,Noun,,
5227,종,Noun,,
5229,설명,Noun,,
5234,금세,Noun,,
5236,넘어갔지만,Verb,,
5239,초면,Noun,,
5243,했단,Verb,,
5264,다가가,Verb,,
5271,꺼내기는,Verb,,
5272,너무,Adverb,,
5273,힘들었고,Adjective,,
5276,있기에,Adjective,,
5277,사적,Noun,,
5284,싫었다,Adjective,,
5288,지내다,Verb,,
5298,바뀐,Verb,,
5301,불안감,Noun,,
5303,컸지만,Verb,,
5309,약하게,Adjective,,
5313,외로움,Noun,,
5316,항상,Noun,,
5317,화목,Noun,,
5319,가정,Noun,,
5323,장남,Noun,,
5324,이었던,Verb,,
5326,다가,Noun,,
5327,장래,Noun,,
5329,촉망,Noun,,
5332,주였던,Verb,,
5343,홀로,Noun,,
5344,남겨졌을,Verb,,
5348,막막함은,Adjective,,
5349,뭐라,Verb,,
5352,수가,Noun,,
5364,해방구,Noun,,
5372,위로,Noun,,
5375,않을,Verb,,
5381,적막,Noun,,
5389,베갯잇,Noun,,
5391,적시곤,Verb,,
5396,이러면,Verb,,
5397,안되겠다고,Adjective,,
5401,사귀어야겠다고,Verb,,
5404,내렸다,Verb,,
5411,째,Verb,,
5413,정확히,Adjective,,
5417,반,Noun,,
5418,만에,Josa,,
5421,떼어,Verb,,
5422,냈다,Verb,,
5426,있어서,Adjective,,
5429,정확한,Adjective,,
5430,의사소통,Noun,,
5432,될지,Verb,,
5433,몰라도,Verb,,
5436,과의,Josa,,
5437,일대일,Noun,,
5438,소통,Noun,,
5441,방해,Noun,,
5451,갈수록,Noun,,
5456,요인,Noun,,
5466,늘기,Verb,,
5467,는커녕,Josa,,
5474,늘어날수록,Verb,,
5475,잡념,Noun,,
5477,커졌던,Verb,,
5485,익숙해,Adjective,,
5486,지기,Noun,,
5488,날짜,Noun,,
5490,보내고,Verb,,
5501,흘렀지만,Verb,,
5511,특히,Adverb,,
5513,통장,Noun,Punctuation,
5514,잔고,Noun,,
5521,독립심,Noun,,
5522,강한,Adjective,,
5526,악,Noun,,
5527,영향,Noun,,
5529,끼친다는,Verb,,
5535,감히,Noun,,
5541,않겠다고,Verb,,
5542,통보,Noun,,
5551,걸어,Verb,,
5554,결심,Noun,,
5557,부딪혀야,Verb,,
5562,그렇지,Adjective,,
5563,않으면,Verb,,
5566,지나도,Verb,,
5567,제자리,Noun,,
5568,걸음,Noun,,
5572,불안함이,Adjective,,
5574,용기내게,Verb,,
5580,남미,Noun,,
5589,미국인,Noun,,
5593,많다,Adjective,,
5595,생김도,Verb,,
5596,다르고,Adjective,,
5597,문화,Noun,,
5600,동양,Noun,,
5603,이방인,Noun,,
5613,걸기는,Verb,,
5615,어려웠을,Adjective,,
5629,공통점,Noun,,
5635,무기,Noun,,
5637,안,Noun,,
5640,지만,Josa,Punctuation,
5645,다해,Noun,,
5646,친해지려는,Verb,,
5649,보였다,Verb,,
5653,통,Noun,,
5659,거짓말,Noun,,
5667,빛,Noun,,
5669,발해,Noun,,
5673,다가간,Verb,,
5676,지나지,Verb,,
5683,전화,Noun,,
5685,걸려오게,Verb,,
5696,향,Noun,,
5706,통해,Noun,,
5708,밖,Noun,,
5709,에서도,Josa,,
5710,자주,Noun,,
5711,어울리다,Verb,,
5716,사라졌다,Verb,,
5719,이렇게,Adverb,,
5724,원칙,Noun,,
5731,어울리기,Verb,,
5732,’.,Punctuation,,
5733,어울리기로,Verb,,
5736,나서,Verb,,
5738,교습,Noun,,
5744,다만,Noun,,
5751,귀,Noun,,
5752,기울였다가,Verb,,
5756,이럴,Adjective,,
5757,땐,Noun,,
5761,하는구나,Verb,,
5766,그대로,Noun,,
5772,귀가,Noun,,
5773,트이기,Verb,,
5781,자유롭게,Adjective,,
5790,단어,Noun,,
5794,문장,Noun,,
5811,가르쳐,Verb,,
5812,주기도,Noun,,
5821,되니,Verb,,
5823,메이트,Noun,,
5824,끼,Noun,,
5826,가벼운,Adjective,,
5829,주고,Verb,,
5830,받게,Verb,,
5838,붙이는,Verb,,
5839,요소,Noun,,
5843,혼,Noun,,
5844,히,Adverb,,
5848,라면,Noun,,
5863,섞이는,Verb,,
5866,참,Verb,,
5867,중요하다,Adjective,,
5870,팀웍,Noun,,
5875,괜히,Adverb,,
5876,나왔겠는가,Verb,,
5880,공유,Noun,,
5887,상대방,Noun,,
5889,웃어주는,Verb,,
5890,행위,Noun,,
5893,인간,Noun,,
5894,관계,Noun,,
5896,굉장히,Adjective,,
5897,중요한,Adjective,,
5898,일임,Noun,,
5900,분명하고,Adjective,,
5903,적용,Noun,,
5910,보아,Noun,,
5911,알겠지만,Verb,,
5914,간혹,Noun,,
5922,주고받,Verb,,
5924,하는데,Verb,,
5926,내용,Noun,,
5937,흐름,Noun,,
5940,상관없는,Adjective,,
5943,나누며,Verb,,
5946,풀기,Noun,,
5962,덧붙이자면,Verb,,
5967,하고자,Verb,,
5971,나무라면,Verb,,
5977,언어,Noun,,
5992,인한,Adjective,,
5993,시행착오,Noun,,
5995,겪느라,Verb,,
6003,걸린,Verb,,
6005,일지,Noun,,
6007,모른다는,Verb,,
6010,하기도,Verb,,
6013,간단한,Adjective,,
6016,가능할,Adjective,,
6025,섞,Verb,,
6029,완벽할,Adjective,,
6037,있으니,Adjective,,
6043,부딪혀가며,Verb,,
6044,배워도,Verb,,
6045,좋다,Adjective,,
6060,꿈꾼다면,Verb,,
6070,했으면,Verb,Punctuation,
6077,바람,Noun,,
6082,신수,Noun,,
6083,아부지,Noun,,
6088,테,Noun,,
6091,가진,Verb,,
6092,능력,Noun,,
6098,주이소,Verb,,
6105,난,Noun,,
6111,관중석,Noun,,
6116,들어서면,Verb,,
6124,듣던,Verb,,
6131,핵심,Noun,,
6132,역량,Noun,,
6141,하나,Noun,,
6143,놓치기,Verb,,
6144,싫었고,Adjective,,
6161,기특해,Adjective,,
6162,보였나,Verb,,
6173,자자했다,Adjective,,
6181,부러워,Adjective,,
6182,했다지만,Verb,,
6187,대치,Noun,,
6197,확정,Noun,,
6199,안된,Adjective,,
6219,됐으리라,Verb,,
6220,….,Punctuation,,
6224,갖춰야,Verb,,
6235,되는지,Verb,,
6236,주의,Noun,,
6238,갖고,Verb,,
6241,기울였다,Verb,,
6248,체,Noun,,
6249,구가,Noun,,
6250,작았던,Adjective,,
6254,컴플렉스,Noun,,
6256,순발력,Noun,,
6259,분야,Noun,,
6261,극복,Noun,,
6262,하려,Verb,,
6263,힘썼던,Verb,,
6273,줬다고,Verb,,
6277,그래서,Adverb,,
6279,시속,Noun,,
6280,150,Number,,
6281,킬로미터,Noun,,
6283,강,Noun,,
6284,속구,Noun,,
6286,던지면서도,Verb,,
6289,치기,Noun,,
6295,드문,Adjective,,
6296,멀티플레이어,Noun,,
6298,초석,Noun,,
6300,다질,Verb,,
6313,동시,Noun,,
6315,오갔지만,Verb,,
6329,갈등,Noun,,
6331,벌이곤,Verb,,
6349,부,Noun,,
6351,님,Suffix,,
6352,이셨던,Verb,,
6354,（故）,Foreign,,
6355,조성옥,Noun,,
6360,방황,Noun,,
6362,종지부,Noun,,
6364,찍어주셨다,Verb,,
6371,터주,Noun,,
6374,시켜주셔서,Verb,,
6378,남는,Verb,,
6379,은사,Noun,,
6381,이셨을지도,Verb,,
6390,나타냈던,Verb,,
6396,되었을까,Verb,,
6403,밝힌,Verb,,
6404,바,Noun,,
6417,배팅,Noun,,
6420,응,Noun,,
6421,해서,Verb,,
6424,보여주었다,Verb,,
6430,넘기며,Verb,,
6434,때린,Verb,,
6437,빠른,Adjective,,
6447,지목,Noun,,
6449,데려왔다,Verb,,
6458,건너온,Verb,,
6464,어리숙했,Adjective,,
6468,털어놓는다,Verb,,
6480,끝내고,Verb,,
6481,마운드,Noun,,
6483,오르기까지,Verb,,
6491,데리,Noun,,
6493,내려올,Verb,,
6495,까지만,Josa,,
6504,이처럼,Noun,,
6514,높이,Noun,,
6515,샀다,Verb,,
6528,클래스,Noun,,
6531,이지만,Josa,,
6541,S,Alpha,,
6542,급,Noun,,
6559,다져진,Verb,,
6566,조화,Noun,,
6582,권,Noun,,
6586,이대호,Noun,,
6588,김태균,Noun,,
6594,13회,Number,,
6595,연장,Noun,,
6598,결승전,Noun,,
6604,판하,Noun,,
6624,보았으니,Verb,,
6635,선점,Noun,,
6640,컸을,Verb,,
6646,5일,Number,,
6650,씩,Adverb,,
6651,등판,Noun,,
6655,임,Noun,,
6657,반해,Adjective,,
6661,없다면,Adjective,,
6665,설,Noun,,
6669,승리,Noun,,
6673,기여,Noun,,
6681,광고,Noun,,
6682,효과,Noun,,
6684,탁월한,Adjective,,
6695,보고서,Noun,,
6710,썼고,Verb,,
6728,낙점,Noun,,
6734,초기,Noun,,
6740,더한,Adjective,,
6743,똘똘,Noun,,
6744,뭉쳐,Verb,,
6745,있었나,Adjective,,
6751,독하게,Adjective,,
6752,마음먹고,Verb,,
6757,변경,Noun,,
6759,권유,Noun,,
6764,틸,Noun,,
6771,편,Noun,,
6781,생겼다,Verb,,
6793,초심,Noun,,
6796,보자고,Verb,,
6805,먹은대로,Verb,,
6806,되던가,Verb,,
6811,부린다,Noun,,
6818,좋다는,Adjective,,
6819,반증,Noun,,
6823,지도,Noun,,
6827,이었으니,Verb,,
6832,무너지면,Verb,,
6835,버틴,Verb,,
6838,사라질지도,Verb,,
6848,했기,Verb,,
6851,불안한,Adjective,,
6854,없었다면,Adjective,,
6867,볼수록,Verb,,
6872,인정받은,Verb,,
6874,쪽,Noun,,
6903,드물기,Adjective,,
6909,아까웠고,Adjective,,
6910,이대로,Adverb,,
6914,영영,Noun,,
6918,보는,Verb,,
6927,이룰,Verb,,
6947,에서라도,Josa,,
6948,데려와야,Verb,,
6961,맡은,Verb,,
6982,있는데,Adjective,,
6983,…’,Punctuation,,
6987,성급한,Adjective,,
6990,버릴,Verb,,
6996,헐,Verb,,
6999,찾아오는,Verb,,
7004,련,Eomi,,
7013,충,Noun,,
7015,질도,Noun,,
7016,한몫,Noun,,
7024,올라,Verb,,
7025,어쩌다,Adverb,,
7026,공,Noun,,
7028,던지면,Verb,,
7029,스피드건,Noun,,
7032,153,Number,,
7035,154,Number,,
7038,찍힐,Verb,,
7041,있었으니,Adjective,,
7049,아니냐며,Adjective,,
7050,고개,Noun,,
7052,갸우뚱,Adverb,,
7058,틈날,Verb,,
7064,없냐고,Adjective,,
7065,물어,Noun,,
7070,티격태격하,Noun,,
7075,이기도,Josa,,
7077,과연,Noun,,
7081,옳았는지에,Adjective,,
7093,불과,Noun,,
7096,까지도,Josa,,
7098,됐던,Verb,,
7115,머무르고,Verb,,
7116,있었지만,Adjective,,
7117,한없이,Adverb,,
7118,흔들리기만,Verb,,
7120,이도,Noun,,
7123,제대로,Noun,,
7126,없을,Adjective,,
7129,불,Noun,,
7130,보듯,Verb,,
7131,뻔했다,Adjective,,
7133,흔들릴,Verb,,
7141,아닌,Adjective,,
7147,사서,Noun,,
7149,했다면,Verb,,
7150,분명,Noun,,
7154,재능,Noun,,
7156,무시,Noun,,
7166,잡았다,Verb,,
7171,굳건,Adjective,,
7174,하리,Noun,,
7196,갖게,Verb,,
7200,감사하기로,Verb,,
7203,먹으면서,Verb,,
7205,타자이면서도,Verb,,
7211,갖췄으니,Verb,,
7218,십분,Noun,,
7219,활용,Noun,,
7227,벗어나,Verb,,
7232,차별,Noun,,
7233,화,Noun,,
7235,두기,Noun,,
7237,전략,Noun,,
7239,세웠다,Verb,,
7244,갖추고,Verb,,
7250,파워,Noun,,
7253,정확도,Noun,,
7255,업그레이드,Noun,,
7261,주루,Noun,,
7268,시키고,Verb,,
7275,Five,Alpha,,
7276,Tool,Alpha,,
7277,Player,Alpha,,
7278,：,Foreign,,
7279,타계,Noun,,
7280,장타,Noun,,
7281,력,Suffix,,
7287,송구,Noun,,
7289,야수,Noun,,
7291,갖추어,Verb,,
7292,야할,Adjective,,
7296,갖춘,Verb,,
7298,#,Punctuation,,
7299,일컫는말로,Verb,,
7300,꼽히는,Verb,,
7312,믿는다,Verb,,
7314,클리블랜드,Noun,,
