index,word,Word Type,Frequency
7237,하러,#N/A,5
7323,한숨,Noun,5
363,결승,Noun,5
2366,만족감,Noun,5
381,경력,Noun,5
386,경쟁자,Noun,5
5523,있다니,Adjective,5
7335,한창,Noun,5
3765,선제,Noun,5
742,기다려야,Verb,5
2353,만들었다,Verb,5
295,걸렸다,Verb,5
7572,화가,Noun,5
5337,이어졌던,Verb,5
5663,잡고,#N/A,5
5400,인기,Noun,5
883,꽂혔다,Verb,5
5378,이해,Noun,5
4047,습득,Noun,5
4667,언어,Noun,5
4668,언제,Noun,5
2915,받는다,Verb,5
4082,시오,Noun,5
5056,요령,Noun,5
863,꺾고,Verb,5
7605,환호,Noun,5
233,거기,Noun,5
5052,요구,Noun,5
7596,확인,#N/A,5
6482,책임,#N/A,5
4680,얻었다,Verb,5
7286,하필,Noun,5
260,거쳐,Verb,5
6241,지켜,Verb,5
2180,라이코비치,Noun,5
4838,열린,Verb,5
4071,시리아,Noun,5
2228,로서,Noun,5
2633,몰라도,Verb,5
642,그랬다,Adjective,5
527,광경,Noun,5
4735,없을,Adjective,5
622,규모,Noun,5
618,귀국,Noun,5
7445,했었다,Verb,5
5746,저하,Noun,5
2262,리저,Noun,5
7435,했다는,Verb,5
5006,왓퍼드,#N/A,5
7429,했기,Verb,5
5536,있었는데,Adjective,5
3450,비행,Noun,5
4756,에이스,Noun,5
4195,심리,Noun,5
2269,마구,#N/A,5
6207,지는,Verb,5
3795,성사,Noun,5
2661,몽땅,Noun,5
584,국가,Noun,5
576,구장,#N/A,5
582,구해,Noun,5
2259,리오넬,Noun,5
6204,지냈다,Verb,5
3511,뻔히,#N/A,5
505,과외,Noun,5
437,고집,Noun,5
2337,만난,Noun,5
4051,승부,Noun,5
4052,승부차기,Noun,5
5027,외국인,Noun,5
689,그야말로,Adverb,5
4176,실패,#N/A,5
3810,세게,Verb,5
3422,비롯,Noun,5
7475,행정,Noun,5
5313,이면,Noun,5
4204,심지어,Noun,5
3778,설상가상,Noun,5
2247,리가,Noun,5
7375,해당,Noun,5
473,공개,Noun,5
7472,행운,#N/A,5
487,공중,Noun,5
4773,여러분,Noun,5
496,과거,Noun,5
7460,행복하다,Adjective,5
4666,언론사,Noun,5
7414,해줬다,Verb,5
5628,자퇴,Noun,5
7149,플레이오프,#N/A,5
4888,예정,#N/A,5
6298,집안,Noun,5
6261,직업,Noun,5
5836,점심,Noun,5
2544,멋진,Adjective,5
3649,상처,#N/A,5
924,끌어,Verb,5
3632,상관없었다,Adjective,5
2144,뛰었던,Verb,5
5838,점점,Noun,5
4915,오른쪽,Noun,5
6291,진행,Noun,5
7714,힘껏,Noun,5
1034,나오지,Verb,5
2744,물었다,Verb,5
7190,핑크,#N/A,5
1019,나설,Verb,5
3865,소속,Noun,5
4869,영향,Noun,5
133,감동,Noun,5
952,끝내고,Verb,5
2517,먹었다,Verb,5
4941,온두라스,#N/A,5
7706,희생,Noun,5
4118,신고,Noun,5
3667,새로,Adjective,5
3256,부가,Noun,5
3313,부진,Noun,5
6327,짧은,Adjective,5
6274,진단,Noun,5
5,가기,Noun,5
5576,자꾸,Noun,5
3720,서든,Noun,5
182,강한,#N/A,5
3718,서는,Verb,5
5857,정성,Noun,5
4616,어려운,Adjective,5
5617,자제,Noun,5
5611,자유,Noun,5
3731,서울,Noun,5
3697,생긴,#N/A,5
5878,제공,Noun,5
5856,정상,#N/A,5
163,갔는데,Verb,5
1000,나름,Noun,5
4175,실컷,Noun,4
6893,텐데,Eomi,4
4998,완벽한,#N/A,4
5464,일인,Noun,4
3492,빨간색,#N/A,4
7482,허락,Noun,4
463,골이었다,Verb,4
3494,빨랐다,Adjective,4
6762,케이,#N/A,4
2911,받기,Verb,4
3052,버틴,Verb,4
6297,집밥,Noun,4
4068,시도,Noun,4
2554,메시지,Noun,4
6659,치가,#N/A,4
6896,토너먼트,#N/A,4
6724,카메라,Noun,4
4944,온몸,Noun,4
1871,뒤지는,Verb,4
2910,받고,#N/A,4
5710,재미있는,Adjective,4
455,골도,Noun,4
64,가시,#N/A,4
5329,이슈,#N/A,4
4108,식당,Noun,4
4778,여서,Noun,4
2441,맞서던,Verb,4
2318,막내아들,Noun,4
3792,성과,Noun,4
1412,다섯,#N/A,4
3472,빠르게,Adjective,4
7431,했는지,Verb,4
553,교차,#N/A,4
1074,날씨,Noun,4
4488,않았던,Verb,4
4920,오브,#N/A,4
3707,생일,Noun,4
3791,성공했다,Adjective,4
1746,돌아와서,Verb,4
7462,행복한,Adjective,4
2530,먼지,Noun,4
7421,해프닝,Noun,4
5426,인파,#N/A,4
4924,오스트리아,#N/A,4
1902,드리고,Verb,4
6730,칸토나,#N/A,4
6928,투어,#N/A,4
2278,마련,Noun,4
578,구체,Noun,4
3693,생기,Noun,4
1414,다양한,Adjective,4
6918,통한,Noun,4
5594,자릿수,#N/A,4
5161,원하는,#N/A,4
4476,않아,Verb,4
7457,행복,#N/A,4
5322,이사,#N/A,4
4389,아약스,#N/A,4
1439,다해,Noun,4
5706,재미있게,Adjective,4
3059,번호,Noun,4
2648,몰아,Verb,4
3780,설치,Noun,4
6416,찬이가,#N/A,4
6217,지를,Verb,4
7447,했으니까,Verb,4
5320,이벤트,Noun,4
1423,다짜고짜,Noun,4
6286,진짜,Noun,4
7718,힘들,Adjective,4
4917,오면,Verb,4
3067,벌어졌다,Verb,4
3983,슈미트,#N/A,4
4794,역습,Noun,4
6394,차전에서,Verb,4
4948,올드,#N/A,4
2955,발생,Noun,4
2600,모르지만,Verb,4
251,거액,#N/A,4
254,거절,Noun,4
2977,밥상,Noun,4
1656,도달,#N/A,4
3746,선덜랜드,#N/A,4
2979,방문,#N/A,4
4975,올린,Verb,4
4153,신태용,#N/A,4
7579,화면,Noun,4
4836,열리는,Verb,4
4157,실감,#N/A,4
3572,사우샘프턴,#N/A,4
6832,타이밍,Noun,4
150,감은,Verb,4
7567,홈페이지,Noun,4
300,걸린,#N/A,4
301,걸린다,Verb,4
2994,방향,Noun,4
7642,후회,Noun,4
6352,찔러,Verb,4
2572,면서,Noun,4
4844,열정,Noun,4
5344,이었기,Verb,4
5353,이었을,Verb,4
6802,크리스털,#N/A,4
4365,아마도,#N/A,4
4131,신나게,Adjective,4
6248,지켜야,Verb,4
2449,맞았다,Verb,4
3734,서포터즈,#N/A,4
1621,던졌다,Verb,4
5571,자고,Noun,4
3732,서준이,#N/A,4
3728,서서,#N/A,4
5343,이어진,Noun,4
2899,반면,Noun,4
2427,맞는,Verb,4
6037,주시,#N/A,4
228,개최,Noun,4
4368,아무런,Adjective,4
7604,환영,#N/A,4
5652,잘한,Verb,4
5442,일반,Noun,4
2275,마디,Noun,4
3565,사시,Noun,4
4870,영화,#N/A,4
1507,달이,#N/A,4
105,간단한,Adjective,4
6679,치른,Verb,4
401,계약서,Noun,4
104,간단하다,Adjective,4
5618,자존심,Noun,4
4170,실전,Noun,4
1515,담당,Noun,4
4800,연결,Noun,4
2940,발가락,Noun,4
4453,안쪽,Noun,4
5621,자철,Noun,4
5697,장점,#N/A,4
422,고비,#N/A,4
205,같아선,Adjective,4
4996,완벽하게,#N/A,4
2349,만들기,Noun,4
5701,재계약,#N/A,4
5172,월요일,Noun,4
433,고정,Noun,4
6392,차전,#N/A,4
3013,배울,Verb,4
377,경고,#N/A,4
316,검색,Noun,4
128,감각,Noun,4
4163,실망,#N/A,4
6079,죽어라,Verb,4
1555,대결,Noun,4
4438,안도,Noun,4
1553,대가,Noun,4
6025,주문,Noun,4
7545,호펜하임,#N/A,4
1822,되었다는,#N/A,4
1666,도시,Noun,4
1771,동생,#N/A,4
3011,배운,Verb,4
342,격려,Noun,4
4117,신경,#N/A,4
1825,되었던,Verb,4
3005,배우고,Verb,4
3724,서류,Noun,4
4813,연맹,Noun,4
5362,이자,Noun,4
367,결심,Noun,4
2944,발급,Noun,4
5728,재차,Noun,4
6671,치료,Noun,4
1391,다녔다,Verb,4
5847,정리,Noun,4
2808,믿었다,Verb,4
6120,중반,#N/A,4
7089,포칼,Noun,4
946,끝난,Verb,4
6121,중순,Noun,4
1265,노트북,Noun,4
4545,앞둔,Verb,4
4217,싶어도,Verb,4
752,기대,Noun,4
4547,앞서,Noun,4
943,끝나자,Verb,4
7013,패기,#N/A,4
1259,노릇,Noun,4
5293,이론,Noun,4
2691,무서운,Adjective,4
1250,녀석,Noun,4
5040,외쳤다,Verb,4
783,기쁨,Noun,4
6592,최악,#N/A,4
3139,보낸다,#N/A,4
5939,좀처럼,#N/A,4
7211,하노버,Noun,4
970,나가는,#N/A,4
5527,있도록,Adjective,4
2234,롤러코스터,Noun,4
1293,농담,Noun,4
7354,합산,#N/A,4
3409,블랙번,Noun,4
7184,필요했다,Adjective,4
4715,없어서,Adjective,4
715,금방,Noun,4
2815,밀당,#N/A,4
5032,외식,#N/A,4
5853,정보,Noun,4
4284,쓰는,#N/A,4
2223,로만,Noun,4
5773,전과,#N/A,4
2813,믿음,Noun,4
2221,로고,#N/A,4
4039,슬링,#N/A,4
5852,정반대,Noun,4
1131,낯선,Noun,4
788,기술,Noun,4
7074,평가,Noun,4
4528,알아야,Verb,4
2787,미친,Adjective,4
5112,울렸다,#N/A,4
7221,하니까,Verb,4
6583,최근,Noun,4
3888,속성,Noun,4
4658,어쩔,Adverb,4
5917,조바심,Noun,4
7280,하진,Noun,4
2172,라서,Noun,4
5812,전학,Noun,4
5061,요즘,Noun,4
3326,분노,Noun,4
7264,하실,Verb,4
2020,따뜻한,Adjective,4
1197,너희,Noun,4
3192,보이,Noun,4
5055,요렌테,Noun,4
3881,소화,Noun,4
7049,페어,Noun,4
3835,세트,Noun,4
828,김학범,#N/A,4
4229,싶은데,Verb,4
1242,넣을,#N/A,4
1994,들은,Verb,4
3879,소파,#N/A,4
5403,인도,Noun,4
1239,넣으며,#N/A,4
3369,불운,#N/A,4
3892,손가락,Noun,4
4694,엄청났다,#N/A,4
4493,않았지만,#N/A,4
3159,보러,Verb,4
802,기적,Noun,4
5799,전의,#N/A,4
2190,래퍼드,#N/A,4
812,길게,Adjective,4
5834,점도,Noun,4
2023,따라,#N/A,4
7064,편이었다,Verb,4
7063,편이,Noun,4
4227,싶으면,Verb,4
5926,조절,Noun,4
820,길이,Noun,4
5251,이건,Noun,4
3839,센이,#N/A,4
2268,마감,#N/A,4
602,굴러,Verb,4
2251,리기,Noun,4
6615,축구화,Noun,4
4739,없지만,Adjective,4
1327,누워서,Verb,4
5535,있었기,Adjective,4
605,굴절,Noun,4
4024,스트라이커,Noun,4
6617,축빠,#N/A,4
4730,없었을,Adjective,4
4202,심정,#N/A,4
5015,왔던,Verb,4
5279,이드,Noun,4
5414,인연,Noun,4
5964,좋아서,Adjective,4
4505,않지만,Verb,4
7164,피하,#N/A,4
6527,천천히,Adverb,4
3435,비용,Noun,4
3102,벨기에,#N/A,4
7384,해본,Verb,4
4625,어렵게,Adjective,4
1918,듣는,#N/A,4
3242,봐도,Verb,4
6622,출근,#N/A,4
5016,왔을,#N/A,4
1337,눈치,Noun,4
1339,뉘른베르크,Noun,4
6438,찼다,Verb,4
2060,때릴,Verb,4
630,그나마,Adverb,4
1010,나쁜,#N/A,4
6517,천금,Noun,4
5280,이듬해,Noun,4
5149,워밍업,#N/A,4
684,그림,Noun,4
592,국제공항,Noun,4
3216,보통,Noun,4
5026,외국,Noun,4
4497,않으면,Verb,4
4621,어려워서,Adjective,4
5865,정작,Noun,4
2843,바뀌었다,Verb,4
1302,높은,#N/A,4
2065,떠나는,Verb,4
5534,있었고,Adjective,4
2274,마드리드,Noun,4
623,규정,Noun,4
2260,리우,#N/A,4
7389,해서는,Verb,4
6165,즐길,Verb,4
4518,알리,Noun,4
4270,쏟아,Verb,4
5755,적은,Verb,4
617,귀가,Noun,4
2110,똑같이,Adverb,4
3452,비현실적,#N/A,4
3429,비싼,#N/A,4
672,그리,Verb,4
3109,변하지,Adjective,4
3427,비슷한,#N/A,4
5369,이지,Noun,3
6152,즐겁게,#N/A,3
1782,동작,Noun,3
4367,아무래도,#N/A,3
6532,철학,#N/A,3
6533,첫날,Noun,3
2117,뚫고,Verb,3
2756,뮌헨,Noun,3
2714,문장,Noun,3
6071,주치의,#N/A,3
6247,지켜봤다,Verb,3
6278,진심,Noun,3
4268,쏘니,Verb,3
4011,스케줄,#N/A,3
2754,뭐라고,Verb,3
2712,문의,Noun,3
2713,문자,#N/A,3
6280,진영,Noun,3
4027,스페인,Noun,3
3972,쉬는,Verb,3
5377,이하,Noun,3
2582,명승,#N/A,3
2450,맞은,#N/A,3
4129,신기했다,Adjective,3
5265,이긴,#N/A,3
5282,이라,#N/A,3
6547,체면,#N/A,3
6258,직감,#N/A,3
2131,뛰면서,#N/A,3
6160,즐기는,#N/A,3
6310,징계,Noun,3
1769,동북,Noun,3
4095,시켜,Verb,3
4372,아빠,Noun,3
2108,똑같은,Adjective,3
4250,쌀밥,Noun,3
5416,인정,Noun,3
2490,맨유전,#N/A,3
6300,집어,Verb,3
6168,증명,Noun,3
6267,직행,#N/A,3
4254,쌓여,Verb,3
2908,반칙,Noun,3
4019,스타트,Noun,3
6722,카르,Noun,3
2500,머무는,Verb,3
6721,카라,#N/A,3
2558,메이저,Noun,3
5415,인원,#N/A,3
6177,지급,#N/A,3
5360,이의,Noun,3
2478,매우,Noun,3
4092,시청,#N/A,3
2026,따라서,Noun,3
4091,시차,#N/A,3
6181,지나가는,Verb,3
6135,중학생,Noun,3
2719,문화,#N/A,3
4029,스포트라이트,Noun,3
2765,미래,Noun,3
4930,오직,Noun,3
1751,돌아왔다는,Verb,3
5404,인도네시아,#N/A,3
5274,이는,#N/A,3
4244,싸움,Noun,3
4245,싸워,#N/A,3
2033,따름,Noun,3
4263,썼다,#N/A,3
2139,뛰어야,Verb,3
5375,이탈리아,Noun,3
2782,미안했다,#N/A,3
2905,반짝,Noun,3
2135,뛰어난,Adjective,3
2489,맨유,#N/A,3
1988,들었던,Verb,3
6483,책임감,#N/A,3
2791,미팅,#N/A,3
2250,리그컵,#N/A,3
6406,착륙,#N/A,3
6405,착각,Noun,3
5326,이상한,Adjective,3
2673,무기,Noun,3
1950,들어가기도,#N/A,3
6092,준우승,Noun,3
1952,들어가는,Verb,3
2679,무너진,Verb,3
1867,둬야,Verb,3
2335,만나는,Verb,3
1864,둘째,Noun,3
4000,스무,Noun,3
2336,만나서,Verb,3
6607,추위,Noun,3
2338,만날,#N/A,3
6396,차전을,#N/A,3
6666,치러야,#N/A,3
1860,두툼,Noun,3
2817,밀려,Verb,3
5429,일과,Noun,3
2634,몰라서,Verb,3
4213,싶다고,Verb,3
2227,로비,Noun,3
4215,싶다며,Verb,3
2814,믿지,Verb,3
2220,렸다,Noun,3
3997,스루,Noun,3
6440,창단,Noun,3
6203,지낼,Verb,3
4200,심어,Verb,3
5242,의사,Noun,3
1907,드문,Adjective,3
2664,무거운,Adjective,3
6635,충격,Noun,3
1912,득실,Noun,3
2839,바뀌면서,#N/A,3
2267,린다,#N/A,3
1919,듣는다,Verb,3
6421,참가자,Noun,3
4324,아니,Adjective,3
2295,마음속,Noun,3
2296,마이애미,#N/A,3
6646,충족,#N/A,3
2317,막내,Noun,3
5238,의무,#N/A,3
5237,의견,Noun,3
3987,슈틸리케,#N/A,3
5247,의조,#N/A,3
1933,들뜨지,Adjective,3
6623,출근길,#N/A,3
5236,응원가,Noun,3
6415,찬스,Noun,3
2312,마크,Noun,3
4064,시나리오,Noun,3
2671,무게,Noun,3
3984,슈테판,#N/A,3
2355,만류,Noun,3
2870,바이에른,Noun,3
6457,찾아가,Verb,3
6585,최대,#N/A,3
6124,중앙,Noun,3
2891,반기,Noun,3
2191,랭킹,Noun,3
4353,아닐까,Adjective,3
6473,찾지,#N/A,3
2393,많지,Adjective,3
2613,모여,#N/A,3
1992,들으면,#N/A,3
2398,말레이시아,#N/A,3
2183,라인,Noun,3
4079,시스템,Noun,3
2699,무적,Noun,3
2897,반드시,#N/A,3
3976,쉬운,Adjective,3
2414,말자는,#N/A,3
2005,등록,Noun,3
2006,등부,Noun,3
2007,등장,Noun,3
2598,모르고,Verb,3
2898,반등,Noun,3
2597,모르겠지만,Verb,3
2422,망각,Noun,3
4147,신임,#N/A,3
2793,민아,Noun,3
2168,라덴,Noun,3
4361,아레나,Noun,3
4160,실내,#N/A,3
2614,모우,Noun,3
5228,은인,Noun,3
2365,만족,#N/A,3
6084,죽지,Noun,3
1843,된다는,Verb,3
4004,스완지,#N/A,3
6385,차선,#N/A,3
6680,치를,#N/A,3
6383,차별,Noun,3
5226,은색,Noun,3
4348,아니지만,#N/A,3
6382,차범근,#N/A,3
1832,되자,Verb,3
6684,치면,Noun,3
1829,되었을,#N/A,3
6230,지인,#N/A,3
6590,최소,#N/A,3
2210,레스터,#N/A,3
6685,치명,Noun,3
2689,무사,Noun,3
2805,믿는다,#N/A,3
2692,무서워서,Adjective,3
2693,무섭게,Adjective,3
4225,싶었지만,#N/A,3
2196,러시아전,#N/A,3
6469,찾아온,Verb,3
4350,아닌가,Adjective,3
4075,시선,Noun,3
6591,최소한,Noun,3
6538,청소,Noun,3
1269,논란,#N/A,3
6732,캐논,Noun,3
3827,세웠다,Verb,3
737,기나긴,Verb,3
5776,전날,#N/A,3
753,기대는,#N/A,3
7325,한식당,Noun,3
763,기량,Noun,3
767,기를,Verb,3
3381,불행,Noun,3
3379,불평,Noun,3
3825,세워,Verb,3
5791,전세기,#N/A,3
7315,한동안,Adverb,3
5794,전용,Noun,3
791,기억나지,Verb,3
3368,불어,Noun,3
7303,한꺼,Verb,3
3404,브레멘,Noun,3
810,긴장감,#N/A,3
5806,전쟁,#N/A,3
7295,학원,Noun,3
3355,불러,Verb,3
829,깁스,Noun,3
3351,불구,#N/A,3
7273,하이라이트,#N/A,3
5810,전통,Noun,3
7268,하여,#N/A,3
5513,있기,#N/A,3
7248,하면서도,#N/A,3
7239,하려는,#N/A,3
7236,하라,Noun,3
3330,분명,Noun,3
729,긍정,#N/A,3
727,급한,Adjective,3
5731,재활,Noun,3
652,그러면,Adverb,3
565,구분,Noun,3
5735,저기,#N/A,3
4754,에스코트,Noun,3
573,구역,#N/A,3
5737,저렇게,Adverb,3
591,국제,#N/A,3
7411,해줄,#N/A,3
4746,에나,Noun,3
4742,엉뚱한,Adjective,3
7397,해야만,Verb,3
4738,없지,Adjective,3
626,그건,Adverb,3
7385,해볼,#N/A,3
647,그러니,Adjective,3
4731,없었지만,Adjective,3
5033,외우고,Verb,3
7381,해보고,#N/A,3
659,그럴,Adjective,3
666,그렇다고,Conjunction,3
667,그렇지,#N/A,3
671,그룹,Noun,3
4726,없었던,Adjective,3
3426,비슷하다,#N/A,3
5531,있어야,Adjective,3
5529,있어도,Adjective,3
3416,비교,#N/A,3
697,극복,Noun,3
699,극적,#N/A,3
3407,브팀,Noun,3
4713,없어,Adjective,3
4661,어차피,Noun,3
4655,어쨌든,Noun,3
921,끊이지,Verb,3
7092,폭발,#N/A,3
7118,풀었다,Verb,3
7117,풀어,Verb,3
1089,날아온,Verb,3
3870,소위,Noun,3
7109,풀렸다,Verb,3
1104,남는,Verb,3
1106,남미,#N/A,3
7106,푼다,#N/A,3
7105,푸른,Noun,3
7104,푸는,Verb,3
1115,남자,Noun,3
3211,보충,#N/A,3
3208,보지,#N/A,3
3207,보장,Noun,3
7090,포트,#N/A,3
7209,하나로,#N/A,3
1137,내기,#N/A,3
1140,내놓았다,Verb,3
3203,보자,Verb,3
4589,양보,#N/A,3
5900,졌다,#N/A,3
5102,운동선수,#N/A,3
4583,약체,#N/A,3
7068,편하다,#N/A,3
7067,편하게,Adjective,3
3197,보이지,Noun,3
5104,운명,#N/A,3
1178,내줬다,Verb,3
5906,조국,#N/A,3
7055,편견,#N/A,3
4607,어디서,Adverb,3
5882,제물,#N/A,3
3235,본인,#N/A,3
5085,우승하지,Adjective,3
5839,점프,Noun,3
5840,접근,Noun,3
4378,아쉽다,#N/A,3
5065,욕심,Noun,3
935,끝나,Verb,3
5504,입하,#N/A,3
3299,부의,Noun,3
3297,부위,Noun,3
3292,부어,Noun,3
965,끼친다,#N/A,3
975,나가야,#N/A,3
3273,부럽다,#N/A,3
7177,필요하다,Adjective,3
5860,정식,Noun,3
4634,어른,Noun,3
1011,나서,Verb,3
7165,피해,Noun,3
4630,어렸을,Verb,3
5496,입성,#N/A,3
3861,소모,#N/A,3
1027,나였다,Verb,3
3252,봤자,Verb,3
5875,정확하게,Adjective,3
7141,프리킥,#N/A,3
5876,정확한,#N/A,3
1060,나흘,#N/A,3
1065,날개,Noun,3
1069,날렸다,#N/A,3
4615,어려서,Verb,3
7426,햇살,Noun,3
552,교육,Noun,3
4571,애칭,Noun,3
7626,획득,#N/A,3
141,감사할,Verb,3
143,감사했다,Verb,3
147,감아,Verb,3
7641,후평,Noun,3
152,감정,Noun,3
7639,후의,Noun,3
156,감치,#N/A,3
5574,자극,Noun,3
7636,후보,#N/A,3
161,값진,Adjective,3
5632,작성,Noun,3
168,갔을,Verb,3
172,강등권,#N/A,3
7629,효율,#N/A,3
5640,작품,Noun,3
4961,올라왔다,#N/A,3
3616,살인,Noun,3
7620,회의,Noun,3
3614,살이,Noun,3
4855,였지만,Verb,3
203,같아,Adjective,3
3736,섞여서,Verb,3
7614,황당한,Adjective,3
4853,였을,Verb,3
213,같은데,Adjective,3
214,같이,Adverb,3
7611,활짝,#N/A,3
3606,살면서,Verb,3
7608,활약,#N/A,3
5649,잘못,Noun,3
7648,훙민,Noun,3
4875,예고,Noun,3
7432,했다가,Verb,3
7685,흘렀다,#N/A,3
4,가고,Verb,3
4925,오시,Noun,3
7720,힘들게,#N/A,3
4938,오히려,Noun,3
3684,생각났다,Verb,3
7705,희비,#N/A,3
5607,자연,Noun,3
7699,흥분했다,#N/A,3
3672,새어,Verb,3
7695,흥민,Noun,3
67,가야,#N/A,3
3669,새롭게,#N/A,3
3668,새로운,#N/A,3
5609,자연스레,Adverb,3
84,가졌다,Verb,3
3726,서명,Noun,3
7679,흔쾌히,#N/A,3
89,가진,Verb,3
91,가치,Noun,3
4890,옛날,Noun,3
7674,흔들리는,#N/A,3
97,각도,Noun,3
102,간격,#N/A,3
103,간다,Noun,3
110,간절했다,#N/A,3
4883,예상,#N/A,3
5623,자초지종,Noun,3
3644,상이,#N/A,3
120,갈랐다,#N/A,3
4960,올라온,#N/A,3
227,개중,Noun,3
3599,살려,#N/A,3
5653,잘해야,#N/A,3
3495,빨래,Noun,3
5703,재능,Noun,3
4786,여정,Noun,3
3506,빼앗아,Verb,3
4999,완벽했다,Adjective,3
7483,허망,Noun,3
5000,완성,Noun,3
456,골라인,Noun,3
4779,여섯,Noun,3
470,곳곳,Noun,3
471,곳도,Noun,3
5712,재미있어,Adjective,3
3779,설쳤다,Adjective,3
481,공백,Noun,3
4774,여론,#N/A,3
7467,행복했다,#N/A,3
3596,살기,#N/A,3
489,공짜,Noun,3
497,과도,#N/A,3
7463,행복할,Adjective,3
7454,행동,#N/A,3
512,관계자,Noun,3
515,관련,Noun,3
5716,재미있을,#N/A,3
520,관전,Noun,3
3484,빠졌다,Verb,3
7448,했으면,Verb,3
531,괜찮아,Adjective,3
7444,했어요,#N/A,3
7442,했어,Verb,3
3477,빠른,Adjective,3
4792,역사상,Noun,3
5549,있으니까,Adjective,3
421,고백,#N/A,3
3519,뽑았다,Verb,3
241,거뒀다,Verb,3
7595,확실히,Adjective,3
249,거부,Noun,3
250,거실,Noun,3
257,거창한,Adjective,3
7592,확신,Noun,3
7590,확률,#N/A,3
7586,화제,Noun,3
273,건가,#N/A,3
4834,열렸다,#N/A,3
7573,화답,#N/A,3
286,건지,Verb,3
4830,열고,Verb,3
5668,잡아,#N/A,3
7552,혹은,Adverb,3
324,게레로,Noun,3
3555,사무실,Noun,3
3552,사례,Noun,3
4815,연봉,#N/A,3
5554,있을까,Adjective,3
357,결과물,Noun,3
359,결렬,#N/A,3
3540,사과,#N/A,3
4809,연령,Noun,3
4990,와일드카드,#N/A,3
7514,현역,Noun,3
389,경질,Noun,3
3762,선언,Noun,3
395,계기,#N/A,3
7052,페트리치,Noun,3
3306,부족,Noun,3
4100,시키는,Verb,3
6841,탈락,Noun,3
3104,벼락,Noun,3
2993,방해,Noun,3
3946,수준,Noun,3
6026,주민,#N/A,3
1340,뉴스,Noun,3
4512,알려,#N/A,3
1345,느꼈다,#N/A,3
6838,탄생,Noun,3
3098,베트남,Noun,3
5961,좋다고,Adjective,3
6968,티안,#N/A,3
5184,위안,#N/A,3
4507,알다시피,Verb,3
6953,특별하게,#N/A,3
1361,늦게,Verb,3
3908,송경섭,Noun,3
5454,일어나서,Noun,3
3088,베르통언,#N/A,3
6016,주로,#N/A,3
4503,않을까,Verb,3
6028,주방,Noun,3
6970,티켓,Noun,3
1375,다가와,Verb,3
4524,알아듣지,Verb,3
4410,아파서,Adjective,3
6794,크다,#N/A,3
3119,별별,Noun,3
4411,아파트,Noun,3
6799,크루즈,#N/A,3
6800,크리스,#N/A,3
2964,밝혔다,Verb,3
5198,유로파리그,#N/A,3
6807,클래스,#N/A,3
6815,키워,Verb,3
2989,방이,Noun,3
1308,놓았다,Verb,3
6817,키웠다,Verb,3
1606,더군다나,Noun,3
1605,댔다,Verb,3
5949,종이,Noun,3
1593,대폭발,Noun,3
6977,파는,Verb,3
1589,대충,Noun,3
4517,알렸다,Verb,3
5148,워낙,#N/A,3
3909,쇄도,Noun,3
6986,파악,Noun,3
4477,않아도,#N/A,3
6007,주기,Noun,3
6863,택시,Noun,3
3920,수많은,Adjective,3
6908,통로,#N/A,3
6907,통과,Noun,3
6866,터져,Verb,3
1497,달리기,Noun,3
1495,달렸다,Verb,3
1494,달려와,Verb,3
3056,번의,#N/A,3
4450,안전,#N/A,3
1452,단독,#N/A,3
6890,테이블,#N/A,3
6000,죄책감,#N/A,3
5999,죄송했다,Adjective,3
3036,버린,Verb,3
5466,일일이,Noun,3
4466,않기,Verb,3
6878,털어,Verb,3
4463,않게,Verb,3
1199,넘겨,Verb,3
6910,통산,#N/A,3
3084,베개,Noun,3
3073,벌어질,#N/A,3
1527,당부,Noun,3
1385,다녀온,Verb,3
6930,투자,Noun,3
1524,답답했다,#N/A,3
3938,수용,Noun,3
5974,좋아한다,#N/A,3
1522,담판,#N/A,3
5153,원망,Noun,3
3936,수영장,Noun,3
1403,다르게,Adjective,3
5979,좋아했다,Adjective,3
1404,다르다,#N/A,3
5155,원인,#N/A,3
6919,통해,#N/A,3
5175,웸블리,#N/A,3
4485,않았다는,Verb,3
4481,않았기,Verb,3
3023,밸런스,Noun,3
1427,다쳤다,Verb,3
6860,태클,#N/A,3
6792,크기,#N/A,3
6029,주변,Noun,3
3958,순서,Noun,3
7020,패턴,#N/A,3
5123,울컥,Adverb,3
5215,유일한,Adjective,3
3889,속이,Verb,3
5922,조용히,Adjective,3
4557,애교,Noun,3
2943,발견,#N/A,3
7016,패션,#N/A,3
1682,도중,#N/A,3
2919,받아들여야,Verb,3
3964,숟가락,Noun,3
4398,아이템,Noun,3
1220,넘쳤다,#N/A,3
6763,케이스,Noun,3
6773,코스,Noun,3
3969,숫자,Noun,3
3162,보며,Verb,3
1719,돌아간다,Verb,3
1229,넣어야,#N/A,3
3160,보루시아,#N/A,3
3158,보라,Noun,3
1245,네덜란드,#N/A,3
1235,넣었던,Verb,3
3155,보도,Noun,3
3152,보답,Noun,3
1240,넣으면,#N/A,3
6756,컸던,Verb,3
3961,순식간,Noun,3
3140,보낼,#N/A,3
1292,놀았다,Verb,3
2950,발류,Noun,3
4538,암스테르담,Noun,3
6999,판데르파르트,#N/A,3
7044,페르난도,Noun,3
1660,도로,#N/A,3
6736,커다란,Adjective,3
3884,속마음,#N/A,3
1203,넘길,#N/A,3
1646,데리,Noun,3
